style,style_rank,shortlist_tier,recommended_role,owner_style,owner_match,shortlist_score,original_score,duplicate_style_count,duplicate_styles,query,title,object_type,classification,rights_status,file_path,file_name,source_key,external_id,source_url,heuristic_reason,notes,selection_bucket,train_pick,selection_note,train_style_rank
bionic_couture,6,A,cross_style_review,metal_modular,no,107,28,2,bionic_couture | metal_modular,technical fashion drawing,Fashion Study: Two Women in Evening Dress,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/bionic_couture/images/11_met_open_access_343302_fashion-study-two-women-in-evening-dress.jpg,11_met_open_access_343302_fashion-study-two-women-in-evening-dress.jpg,met_open_access,343302,https://www.metmuseum.org/art/collection/search/343302,base=28; +18:fashion study; +10:evening dress; +14:drawing; +14:drawings; +8:pen; +8:study; +6:specific_query; +5:public_domain; -4:cross_style_duplicate,source=The Met Open Access | title=Fashion Study: Two Women in Evening Dress | object_type=Drawing | creator=Adèle-Anaïs Toudouze | date=ca. 1860 | query=technical fashion drawing | url=https://www.metmuseum.org/art/collection/search/343302 | rights=public_domain,cross_style_fallback,yes,High-score fallback from another style bucket; review before final training.,5
bionic_couture,4,D,cross_style_review,bionic_couture,yes,33,10,2,bionic_couture | metal_modular,geometric dress study,Two Pupils in Greek Dress,Photograph,Photographs,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/bionic_couture/images/18_met_open_access_271885_two-pupils-in-greek-dress.jpg,18_met_open_access_271885_two-pupils-in-greek-dress.jpg,met_open_access,271885,https://www.metmuseum.org/art/collection/search/271885,base=10; +8:pen; +8:study; +6:specific_query; +5:public_domain; -4:cross_style_duplicate,source=The Met Open Access | title=Two Pupils in Greek Dress | object_type=Photograph | creator=Thomas Eakins | date=1883 | query=geometric dress study | url=https://www.metmuseum.org/art/collection/search/271885 | rights=public_domain,deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,6
bionic_couture,7,C,cross_style_review,punk_rococo,no,53,26,6,bionic_couture | corset_cabaret | insect_power | maximalist_romance | metal_modular | punk_rococo,wireframe costume sketch,A costume and a sketch of a man in profile,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/bionic_couture/images/12_met_open_access_390024_a-costume-and-a-sketch-of-a-man-in-profile.jpg,12_met_open_access_390024_a-costume-and-a-sketch-of-a-man-in-profile.jpg,met_open_access,390024,https://www.metmuseum.org/art/collection/search/390024,base=26; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain; -20:cross_style_duplicate,"source=The Met Open Access | title=A costume and a sketch of a man in profile | object_type=Drawing | creator=Anonymous, German, 16th century | date=ca. 1500 | query=wireframe costume sketch | url=https://www.metmuseum.org/art/collection/search/390024 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,7
bionic_couture,8,C,cross_style_review,punk_rococo,no,53,26,6,bionic_couture | corset_cabaret | insect_power | maximalist_romance | metal_modular | punk_rococo,wireframe costume sketch,Sketch of Two Male Figures in Classical Costume,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/bionic_couture/images/14_met_open_access_356280_sketch-of-two-male-figures-in-classical-costume.jpg,14_met_open_access_356280_sketch-of-two-male-figures-in-classical-costume.jpg,met_open_access,356280,https://www.metmuseum.org/art/collection/search/356280,base=26; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain; -20:cross_style_duplicate,"source=The Met Open Access | title=Sketch of Two Male Figures in Classical Costume | object_type=Drawing | creator=Anonymous, French, 18th century | date=18th century | query=wireframe costume sketch | url=https://www.metmuseum.org/art/collection/search/356280 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,8
corset_cabaret,1,A,core_train,corset_cabaret,yes,141,38,1,corset_cabaret,corset costume design drawing cabaret stage,Two Costume Designs for the Ballet or Opera,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/corset_cabaret/images/07_met_open_access_934408_two-costume-designs-for-the-ballet-or-opera.jpg,07_met_open_access_934408_two-costume-designs-for-the-ballet-or-opera.jpg,met_open_access,934408,https://www.metmuseum.org/art/collection/search/934408,base=38; +28:costume design; +28:costume designs; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain,source=The Met Open Access | title=Two Costume Designs for the Ballet or Opera | object_type=Drawing | creator=Louis René Boquet | date=ca. 1770–90 | query=corset costume design drawing cabaret stage | url=https://www.metmuseum.org/art/collection/search/934408 | rights=public_domain,style_anchor,yes,Strong owner-match reference for this style family.,1
corset_cabaret,2,A,cross_style_review,metal_modular,no,137,40,3,corset_cabaret | maximalist_romance | metal_modular,corset costume design drawing cabaret stage,Costume Design for Lady with a Fan,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/corset_cabaret/images/04_met_open_access_363536_costume-design-for-lady-with-a-fan.jpg,04_met_open_access_363536_costume-design-for-lady-with-a-fan.jpg,met_open_access,363536,https://www.metmuseum.org/art/collection/search/363536,base=40; +28:costume design; +30:costume design for; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain; -8:cross_style_duplicate,source=The Met Open Access | title=Costume Design for Lady with a Fan | object_type=Drawing | creator=Basil Crage | date=1890–99 | query=corset costume design drawing cabaret stage | url=https://www.metmuseum.org/art/collection/search/363536 | rights=public_domain,cross_style_fallback,yes,High-score fallback from another style bucket; review before final training.,2
corset_cabaret,3,A,cross_style_review,baroque_narrative,no,119,38,7,architectural_volume | baroque_narrative | corset_cabaret | insect_power | modern_croquis | paris_new_look | surreal_gold,cabaret costume design,"Costume Design for ""Adam""",Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/corset_cabaret/images/05_met_open_access_341315_costume-design-for-adam.jpg,05_met_open_access_341315_costume-design-for-adam.jpg,met_open_access,341315,https://www.metmuseum.org/art/collection/search/341315,base=38; +28:costume design; +30:costume design for; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain; -24:cross_style_duplicate,"source=The Met Open Access | title=Costume Design for ""Adam"" | object_type=Drawing | creator=Charles Bianchini | date=1889 | query=cabaret costume design | url=https://www.metmuseum.org/art/collection/search/341315 | rights=public_domain",cross_style_fallback,yes,High-score fallback from another style bucket; review before final training.,3
corset_cabaret,4,C,cross_style_review,punk_rococo,no,53,26,6,bionic_couture | corset_cabaret | insect_power | maximalist_romance | metal_modular | punk_rococo,corset costume sketch,A costume and a sketch of a man in profile,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/corset_cabaret/images/10_met_open_access_390024_a-costume-and-a-sketch-of-a-man-in-profile.jpg,10_met_open_access_390024_a-costume-and-a-sketch-of-a-man-in-profile.jpg,met_open_access,390024,https://www.metmuseum.org/art/collection/search/390024,base=26; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain; -20:cross_style_duplicate,"source=The Met Open Access | title=A costume and a sketch of a man in profile | object_type=Drawing | creator=Anonymous, German, 16th century | date=ca. 1500 | query=corset costume sketch | url=https://www.metmuseum.org/art/collection/search/390024 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,4
corset_cabaret,5,C,cross_style_review,punk_rococo,no,53,26,6,bionic_couture | corset_cabaret | insect_power | maximalist_romance | metal_modular | punk_rococo,corset costume sketch,Sketch of Two Male Figures in Classical Costume,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/corset_cabaret/images/12_met_open_access_356280_sketch-of-two-male-figures-in-classical-costume.jpg,12_met_open_access_356280_sketch-of-two-male-figures-in-classical-costume.jpg,met_open_access,356280,https://www.metmuseum.org/art/collection/search/356280,base=26; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain; -20:cross_style_duplicate,"source=The Met Open Access | title=Sketch of Two Male Figures in Classical Costume | object_type=Drawing | creator=Anonymous, French, 18th century | date=18th century | query=corset costume sketch | url=https://www.metmuseum.org/art/collection/search/356280 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,5
corset_cabaret,6,C,cross_style_review,architectural_volume,no,49,40,16,architectural_volume | artisanal_deconstruction | baroque_narrative | bionic_couture | corset_cabaret | gothic_theatre | insect_power | maximalist_romance | metal_modular | minimalist_chic | modern_croquis | paris_new_look | pleated_motion | punk_rococo | space_age_clean | surreal_gold,costume design drawing,Costume Design,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/corset_cabaret/images/01_met_open_access_343200_costume-design.jpg,01_met_open_access_343200_costume-design.jpg,met_open_access,343200,https://www.metmuseum.org/art/collection/search/343200,base=40; +28:costume design; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -60:cross_style_duplicate,"source=The Met Open Access | title=Costume Design | object_type=Drawing | creator=Pierre-Numa Bassaget, called Numa | date=1836–37 | query=costume design drawing | url=https://www.metmuseum.org/art/collection/search/343200 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,6
corset_cabaret,7,C,cross_style_review,baroque_narrative,no,49,40,16,architectural_volume | artisanal_deconstruction | baroque_narrative | bionic_couture | corset_cabaret | gothic_theatre | insect_power | maximalist_romance | metal_modular | minimalist_chic | modern_croquis | paris_new_look | pleated_motion | punk_rococo | space_age_clean | surreal_gold,costume design drawing,Costume Design,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/corset_cabaret/images/02_met_open_access_343201_costume-design.jpg,02_met_open_access_343201_costume-design.jpg,met_open_access,343201,https://www.metmuseum.org/art/collection/search/343201,base=40; +28:costume design; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -60:cross_style_duplicate,"source=The Met Open Access | title=Costume Design | object_type=Drawing | creator=Pierre-Numa Bassaget, called Numa | date=1836–37 | query=costume design drawing | url=https://www.metmuseum.org/art/collection/search/343201 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,7
corset_cabaret,8,C,cross_style_review,architectural_volume,no,49,40,16,architectural_volume | artisanal_deconstruction | baroque_narrative | bionic_couture | corset_cabaret | gothic_theatre | insect_power | maximalist_romance | metal_modular | minimalist_chic | modern_croquis | paris_new_look | pleated_motion | punk_rococo | space_age_clean | surreal_gold,costume design drawing,Costume Design,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/corset_cabaret/images/03_met_open_access_343202_costume-design.jpg,03_met_open_access_343202_costume-design.jpg,met_open_access,343202,https://www.metmuseum.org/art/collection/search/343202,base=40; +28:costume design; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -60:cross_style_duplicate,"source=The Met Open Access | title=Costume Design | object_type=Drawing | creator=Pierre-Numa Bassaget, called Numa | date=1836–37 | query=costume design drawing | url=https://www.metmuseum.org/art/collection/search/343202 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,8
gothic_theatre,1,A,core_train,gothic_theatre,yes,78,27,2,gothic_theatre | punk_rococo,dramatic black fashion illustration,Inuit Manner of Dress,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/gothic_theatre/images/08_met_open_access_410457_inuit-manner-of-dress.jpg,08_met_open_access_410457_inuit-manner-of-dress.jpg,met_open_access,410457,https://www.metmuseum.org/art/collection/search/410457,base=27; +22:fashion illustration; +14:drawing; +14:drawings; +8:pen; -14:manner of dress; +6:specific_query; +5:public_domain; -4:cross_style_duplicate,source=The Met Open Access | title=Inuit Manner of Dress | object_type=Drawing | creator=Jean-Baptiste Le Prince | date=1769 | query=dramatic black fashion illustration | url=https://www.metmuseum.org/art/collection/search/410457 | rights=public_domain,style_anchor,yes,Strong owner-match reference for this style family.,1
gothic_theatre,2,A,core_train,gothic_theatre,yes,78,11,4,bionic_couture | gothic_theatre | metal_modular | pleated_motion,charcoal fashion sketch,Dancers in Ukrainian Dress,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/gothic_theatre/images/16_met_open_access_459097_dancers-in-ukrainian-dress.jpg,16_met_open_access_459097_dancers-in-ukrainian-dress.jpg,met_open_access,459097,https://www.metmuseum.org/art/collection/search/459097,base=11; +20:fashion sketch; +14:drawing; +14:drawings; +12:charcoal; +8:pen; +6:specific_query; +5:public_domain; -12:cross_style_duplicate,source=The Met Open Access | title=Dancers in Ukrainian Dress | object_type=Drawing | creator=Edgar Degas | date=1899 | query=charcoal fashion sketch | url=https://www.metmuseum.org/art/collection/search/459097 | rights=public_domain,style_anchor,yes,Strong owner-match reference for this style family.,2
gothic_theatre,3,B,core_train,gothic_theatre,yes,74,27,1,gothic_theatre,dark theatrical drawing,Standing Man in a Full Coat and High Hat with a Medaillon,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/gothic_theatre/images/09_met_open_access_339405_standing-man-in-a-full-coat-and-high-hat-with-a-medaillon.jpg,09_met_open_access_339405_standing-man-in-a-full-coat-and-high-hat-with-a-medaillon.jpg,met_open_access,339405,https://www.metmuseum.org/art/collection/search/339405,base=27; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain,source=The Met Open Access | title=Standing Man in a Full Coat and High Hat with a Medaillon | object_type=Drawing | creator=Giovanni Battista Tiepolo | date=1696–1770 | query=dark theatrical drawing | url=https://www.metmuseum.org/art/collection/search/339405 | rights=public_domain,style_anchor,yes,Strong owner-match reference for this style family.,3
gothic_theatre,4,B,core_train,gothic_theatre,yes,74,27,1,gothic_theatre,dark theatrical drawing,Three Standing Figures in Antique Costume,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/gothic_theatre/images/10_met_open_access_342011_three-standing-figures-in-antique-costume.jpg,10_met_open_access_342011_three-standing-figures-in-antique-costume.jpg,met_open_access,342011,https://www.metmuseum.org/art/collection/search/342011,base=27; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain,source=The Met Open Access | title=Three Standing Figures in Antique Costume | object_type=Drawing | creator=Stefano della Bella | date=1610–64 | query=dark theatrical drawing | url=https://www.metmuseum.org/art/collection/search/342011 | rights=public_domain,style_anchor,yes,Strong owner-match reference for this style family.,4
gothic_theatre,5,C,style_support,gothic_theatre,yes,58,11,1,gothic_theatre,dark theatrical drawing,"Caricature of a Man in a Voluminous Cloak, Carrying a Walking Stick, Seen from Behind",Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/gothic_theatre/images/15_met_open_access_459689_caricature-of-a-man-in-a-voluminous-cloak-carrying-a-walking-stick-seen-from-beh.jpg,15_met_open_access_459689_caricature-of-a-man-in-a-voluminous-cloak-carrying-a-walking-stick-seen-from-beh.jpg,met_open_access,459689,https://www.metmuseum.org/art/collection/search/459689,base=11; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain,"source=The Met Open Access | title=Caricature of a Man in a Voluminous Cloak, Carrying a Walking Stick, Seen from Behind | object_type=Drawing | creator=Giovanni Battista Tiepolo | date=1760 (?) | query=dark theatrical drawing | url=https://www.metmuseum.org/art/collection/search/459689 | rights=public_domain",style_anchor,yes,Strong owner-match reference for this style family.,5
gothic_theatre,7,C,cross_style_review,architectural_volume,no,49,40,16,architectural_volume | artisanal_deconstruction | baroque_narrative | bionic_couture | corset_cabaret | gothic_theatre | insect_power | maximalist_romance | metal_modular | minimalist_chic | modern_croquis | paris_new_look | pleated_motion | punk_rococo | space_age_clean | surreal_gold,costume design drawing,Costume Design,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/gothic_theatre/images/01_met_open_access_343200_costume-design.jpg,01_met_open_access_343200_costume-design.jpg,met_open_access,343200,https://www.metmuseum.org/art/collection/search/343200,base=40; +28:costume design; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -60:cross_style_duplicate,"source=The Met Open Access | title=Costume Design | object_type=Drawing | creator=Pierre-Numa Bassaget, called Numa | date=1836–37 | query=costume design drawing | url=https://www.metmuseum.org/art/collection/search/343200 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,6
gothic_theatre,8,C,cross_style_review,baroque_narrative,no,49,40,16,architectural_volume | artisanal_deconstruction | baroque_narrative | bionic_couture | corset_cabaret | gothic_theatre | insect_power | maximalist_romance | metal_modular | minimalist_chic | modern_croquis | paris_new_look | pleated_motion | punk_rococo | space_age_clean | surreal_gold,costume design drawing,Costume Design,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/gothic_theatre/images/02_met_open_access_343201_costume-design.jpg,02_met_open_access_343201_costume-design.jpg,met_open_access,343201,https://www.metmuseum.org/art/collection/search/343201,base=40; +28:costume design; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -60:cross_style_duplicate,"source=The Met Open Access | title=Costume Design | object_type=Drawing | creator=Pierre-Numa Bassaget, called Numa | date=1836–37 | query=costume design drawing | url=https://www.metmuseum.org/art/collection/search/343201 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,7
gothic_theatre,9,C,backup_only,architectural_volume,no,49,40,16,architectural_volume | artisanal_deconstruction | baroque_narrative | bionic_couture | corset_cabaret | gothic_theatre | insect_power | maximalist_romance | metal_modular | minimalist_chic | modern_croquis | paris_new_look | pleated_motion | punk_rococo | space_age_clean | surreal_gold,costume design drawing,Costume Design,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/gothic_theatre/images/03_met_open_access_343202_costume-design.jpg,03_met_open_access_343202_costume-design.jpg,met_open_access,343202,https://www.metmuseum.org/art/collection/search/343202,base=40; +28:costume design; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -60:cross_style_duplicate,"source=The Met Open Access | title=Costume Design | object_type=Drawing | creator=Pierre-Numa Bassaget, called Numa | date=1836–37 | query=costume design drawing | url=https://www.metmuseum.org/art/collection/search/343202 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,8
insect_power,1,C,style_support,insect_power,yes,57,10,1,insect_power,science-fiction costume sketch,"A Kneeling Man in Fifteenth-Century Costume (recto); a small, fragmentary sketch of a recumbant boy, probably by a later hand (verso)",Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/insect_power/images/15_met_open_access_459476_a-kneeling-man-in-fifteenth-century-costume-recto-a-small-fragmentary-sketch-of-.jpg,15_met_open_access_459476_a-kneeling-man-in-fifteenth-century-costume-recto-a-small-fragmentary-sketch-of-.jpg,met_open_access,459476,https://www.metmuseum.org/art/collection/search/459476,base=10; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain,"source=The Met Open Access | title=A Kneeling Man in Fifteenth-Century Costume (recto); a small, fragmentary sketch of a recumbant boy, probably by a later hand (verso) | object_type=Drawing | creator=Pinturicchio | date=ca. 1509 | query=science-fiction costume sketch | url=https://www.metmuseum.org/art/collection/search/459476 | rights=public_domain",style_anchor,yes,Strong owner-match reference for this style family.,1
insect_power,3,A,cross_style_review,baroque_narrative,no,119,38,7,architectural_volume | baroque_narrative | corset_cabaret | insect_power | modern_croquis | paris_new_look | surreal_gold,futurist costume design,"Costume Design for ""Adam""",Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/insect_power/images/04_met_open_access_341315_costume-design-for-adam.jpg,04_met_open_access_341315_costume-design-for-adam.jpg,met_open_access,341315,https://www.metmuseum.org/art/collection/search/341315,base=38; +28:costume design; +30:costume design for; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain; -24:cross_style_duplicate,"source=The Met Open Access | title=Costume Design for ""Adam"" | object_type=Drawing | creator=Charles Bianchini | date=1889 | query=futurist costume design | url=https://www.metmuseum.org/art/collection/search/341315 | rights=public_domain",cross_style_fallback,yes,High-score fallback from another style bucket; review before final training.,2
insect_power,4,C,cross_style_review,maximalist_romance,no,55,24,2,insect_power | maximalist_romance,armored silhouette drawing,Male Actor in Ballet Costume,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/insect_power/images/11_met_open_access_341302_male-actor-in-ballet-costume.jpg,11_met_open_access_341302_male-actor-in-ballet-costume.jpg,met_open_access,341302,https://www.metmuseum.org/art/collection/search/341302,base=24; +14:drawing; +14:drawings; +8:pen; -12:actor; +6:specific_query; +5:public_domain; -4:cross_style_duplicate,source=The Met Open Access | title=Male Actor in Ballet Costume | object_type=Drawing | creator=Jean Berain | date=n.d. | query=armored silhouette drawing | url=https://www.metmuseum.org/art/collection/search/341302 | rights=public_domain,deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,3
insect_power,5,C,cross_style_review,punk_rococo,no,53,26,6,bionic_couture | corset_cabaret | insect_power | maximalist_romance | metal_modular | punk_rococo,science-fiction costume sketch,A costume and a sketch of a man in profile,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/insect_power/images/08_met_open_access_390024_a-costume-and-a-sketch-of-a-man-in-profile.jpg,08_met_open_access_390024_a-costume-and-a-sketch-of-a-man-in-profile.jpg,met_open_access,390024,https://www.metmuseum.org/art/collection/search/390024,base=26; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain; -20:cross_style_duplicate,"source=The Met Open Access | title=A costume and a sketch of a man in profile | object_type=Drawing | creator=Anonymous, German, 16th century | date=ca. 1500 | query=science-fiction costume sketch | url=https://www.metmuseum.org/art/collection/search/390024 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,4
insect_power,6,C,cross_style_review,punk_rococo,no,53,26,6,bionic_couture | corset_cabaret | insect_power | maximalist_romance | metal_modular | punk_rococo,science-fiction costume sketch,Sketch of Two Male Figures in Classical Costume,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/insect_power/images/10_met_open_access_356280_sketch-of-two-male-figures-in-classical-costume.jpg,10_met_open_access_356280_sketch-of-two-male-figures-in-classical-costume.jpg,met_open_access,356280,https://www.metmuseum.org/art/collection/search/356280,base=26; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain; -20:cross_style_duplicate,"source=The Met Open Access | title=Sketch of Two Male Figures in Classical Costume | object_type=Drawing | creator=Anonymous, French, 18th century | date=18th century | query=science-fiction costume sketch | url=https://www.metmuseum.org/art/collection/search/356280 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,5
insect_power,7,C,cross_style_review,architectural_volume,no,49,40,16,architectural_volume | artisanal_deconstruction | baroque_narrative | bionic_couture | corset_cabaret | gothic_theatre | insect_power | maximalist_romance | metal_modular | minimalist_chic | modern_croquis | paris_new_look | pleated_motion | punk_rococo | space_age_clean | surreal_gold,costume design drawing,Costume Design,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/insect_power/images/01_met_open_access_343200_costume-design.jpg,01_met_open_access_343200_costume-design.jpg,met_open_access,343200,https://www.metmuseum.org/art/collection/search/343200,base=40; +28:costume design; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -60:cross_style_duplicate,"source=The Met Open Access | title=Costume Design | object_type=Drawing | creator=Pierre-Numa Bassaget, called Numa | date=1836–37 | query=costume design drawing | url=https://www.metmuseum.org/art/collection/search/343200 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,6
insect_power,8,C,cross_style_review,baroque_narrative,no,49,40,16,architectural_volume | artisanal_deconstruction | baroque_narrative | bionic_couture | corset_cabaret | gothic_theatre | insect_power | maximalist_romance | metal_modular | minimalist_chic | modern_croquis | paris_new_look | pleated_motion | punk_rococo | space_age_clean | surreal_gold,costume design drawing,Costume Design,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/insect_power/images/02_met_open_access_343201_costume-design.jpg,02_met_open_access_343201_costume-design.jpg,met_open_access,343201,https://www.metmuseum.org/art/collection/search/343201,base=40; +28:costume design; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -60:cross_style_duplicate,"source=The Met Open Access | title=Costume Design | object_type=Drawing | creator=Pierre-Numa Bassaget, called Numa | date=1836–37 | query=costume design drawing | url=https://www.metmuseum.org/art/collection/search/343201 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,7
insect_power,9,C,backup_only,architectural_volume,no,49,40,16,architectural_volume | artisanal_deconstruction | baroque_narrative | bionic_couture | corset_cabaret | gothic_theatre | insect_power | maximalist_romance | metal_modular | minimalist_chic | modern_croquis | paris_new_look | pleated_motion | punk_rococo | space_age_clean | surreal_gold,costume design drawing,Costume Design,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/insect_power/images/03_met_open_access_343202_costume-design.jpg,03_met_open_access_343202_costume-design.jpg,met_open_access,343202,https://www.metmuseum.org/art/collection/search/343202,base=40; +28:costume design; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -60:cross_style_duplicate,"source=The Met Open Access | title=Costume Design | object_type=Drawing | creator=Pierre-Numa Bassaget, called Numa | date=1836–37 | query=costume design drawing | url=https://www.metmuseum.org/art/collection/search/343202 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,8
maximalist_romance,1,A,core_train,maximalist_romance,yes,87,26,2,baroque_narrative | maximalist_romance,eclectic costume design floral pattern drawing,Standing Figure in Oriental Costume,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/maximalist_romance/images/13_met_open_access_338241_standing-figure-in-oriental-costume.jpg,13_met_open_access_338241_standing-figure-in-oriental-costume.jpg,met_open_access,338241,https://www.metmuseum.org/art/collection/search/338241,base=26; +28:costume design; +14:drawing; +14:drawings; +8:pen; -10:oriental costume; +6:specific_query; +5:public_domain; -4:cross_style_duplicate,source=The Met Open Access | title=Standing Figure in Oriental Costume | object_type=Drawing | creator=Sebastiano Bombelli | date=1655–1719 | query=eclectic costume design floral pattern drawing | url=https://www.metmuseum.org/art/collection/search/338241 | rights=public_domain,style_anchor,yes,Strong owner-match reference for this style family.,1
maximalist_romance,2,A,core_train,maximalist_romance,yes,85,26,2,insect_power | maximalist_romance,eclectic costume design floral pattern drawing,Male Actor in Ballet Costume,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/maximalist_romance/images/10_met_open_access_341302_male-actor-in-ballet-costume.jpg,10_met_open_access_341302_male-actor-in-ballet-costume.jpg,met_open_access,341302,https://www.metmuseum.org/art/collection/search/341302,base=26; +28:costume design; +14:drawing; +14:drawings; +8:pen; -12:actor; +6:specific_query; +5:public_domain; -4:cross_style_duplicate,source=The Met Open Access | title=Male Actor in Ballet Costume | object_type=Drawing | creator=Jean Berain | date=n.d. | query=eclectic costume design floral pattern drawing | url=https://www.metmuseum.org/art/collection/search/341302 | rights=public_domain,style_anchor,yes,Strong owner-match reference for this style family.,2
